Existence of initiatives and projects in the past five years to improve the tourism sector - exists,Existence of cafes - does not exist,Tourism Index,Existence of touristic attractions that can be expolited and developed - does not exist,Existence of touristic attractions prone to be exploited and developed - exists,Total number of hotels,Town,Total number of cafes,Observation URI,Existence of hotels - does not exist,Existence of restaurants - does not exist,Existence of cafes - exists,references,Existence of hotels - exists,refArea,Total number of guest houses,Total number of restaurants,publisher,dataset,Existence of guest houses - exists,Existence of guest houses - does not exist,Existence of restaurants - exists
1,0,3,0,1,0,Btermaz,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Btermaz,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,7,1,0,2,Bterram,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bterram,0,1,1,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/North_Governorate,2,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
0,0,6,1,0,0,Btouratij,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Btouratij,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/North_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Byaqout,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Byaqout,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,3,1,0,0,Bzal,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bzal,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
1,1,0,1,0,0,Bziza,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bziza,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/North_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,3,0,1,1,Bzoummar,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Bzoummar,0,1,0,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Keserwan_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,3,0,1,0,Chaaitiyeh-Malkiyah,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chaaitiyeh-Malkiyah,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Chaat,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chaat,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,6,1,0,0,Chadra,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chadra,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Chahtoul,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chahtoul,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Keserwan_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,0,0,0,0,Chamaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chamaa,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,0,1,0,0,Chamate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chamate,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Byblos_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,3,0,1,0,Chanay,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chanay,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,3,1,0,0,Chane,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chane,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Chaouiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chaouiyeh,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,3,1,0,0,Chaqdouf,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chaqdouf,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Charbila,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Charbila,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Charbine El-Hermel,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Charbine+El-Hermel,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Hermel_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
1,0,9,0,1,1,Charoun,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Charoun,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Aley_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,4,1,0,0,Charqiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Charqiyeh,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Nabatieh_Governorate,1,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,1,0,0,1,0,Chartoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chartoun,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,0,1,0,Chebaa,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chebaa,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Hasbaya_District,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,3,0,1,0,Chehabiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chehabiyeh,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,5,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,0,1,0,Chehabiyeh Faour,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chehabiyeh+Faour,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/ZahlÃ©_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Chehour,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chehour,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,0,1,0,0,Cheikh Ayash,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Cheikh+Ayash,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,3,1,0,0,Cheikh Mohammad,7,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Cheikh+Mohammad,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Cheikh Taba,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Cheikh+Taba,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Cheikh Zennad,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Cheikh+Zennad,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Cheikhlar,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Cheikhlar,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,6,0,1,0,Chhim,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chhim,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,3,1,0,0,Chibtine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chibtine,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Batroun_District,0,5,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Chihine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chihine,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Chikhane,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chikhane,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Byblos_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Chikka,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chikka,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Batroun_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,6,1,0,0,Chimlane,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chimlane,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,0,9,1,0,1,Chiyah,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chiyah,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Baabda_District,0,4,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,3,1,0,0,Chlifa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chlifa,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Chmistar,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chmistar,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,0,1,0,0,Chnanaair,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chnanaair,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Keserwan_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Choualiq Jezzine,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Choualiq+Jezzine,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,5,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,3,1,0,0,Chouaya Hasbaiya,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chouaya+Hasbaiya,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Hasbaya_District,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Chouaya Maten,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chouaya+Maten,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
1,0,9,1,0,5,Choueifat El-Aamrousiyeh,10,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Choueifat+El-Aamrousiyeh,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Aley_District,0,20,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,0,1,0,Chouit,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chouit,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Baabda_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,0,1,0,Choukine,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Choukine,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Nabatieh_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Chourit,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chourit,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,3,1,0,0,Chtaura,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Chtaura,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/ZahlÃ©_District,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Daghleh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Daghleh,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,10,1,0,2,Dahr El-Ahmar,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dahr+El-Ahmar,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/Beqaa_Governorate,1,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,0,0,0,0,0,Dahr El-Maghara,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dahr+El-Maghara,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,0,1,0,0,Dahr El-Qanbar,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dahr+El-Qanbar,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Dahr Es-Souane El-Matn,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dahr+Es-Souane+El-Matn,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,0,6,1,0,0,Dahr Laissine,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dahr+Laissine,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,3,0,1,0,Dalhoun,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dalhoun,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Damalsa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Damalsa,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Byblos_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,9,1,0,2,Damour,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Damour,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,5,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Daoura,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Daoura,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Daqqoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Daqqoun,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,0,1,0,0,Dar Baaechtar,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dar+Baaechtar,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/North_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Dar Chmizzine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dar+Chmizzine,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/North_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Daraaoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Daraaoun,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Keserwan_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,6,1,0,0,Daraiya Ech-Chouf,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Daraiya+Ech-Chouf,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,0,1,0,Daraiya Kesrouane,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Daraiya+Kesrouane,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Keserwan_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Darb Es-Sim,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Darb+Es-Sim,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Sidon_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,0,1,0,0,Darine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Darine,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Dayshouniyi,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Dayshouniyi,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,0,1,0,0,Debaal Menie,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Debaal+Menie,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Debaal Sour,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Debaal+Sour,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
1,0,6,0,1,0,Debl,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Debl,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,3,1,0,0,Deddeh,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Deddeh,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/North_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Deir Aames,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Deir+Aames,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Deir Aammar,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Deir+Aammar,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,6,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Deir Baba,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Deir+Baba,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,3,1,0,0,Deir Billa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Deir+Billa,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Batroun_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Deir Chamra,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Deir+Chamra,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
